Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
64573311,04/07/2025 01:07:24 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226,111 EAST   21 STREET,EAST   21 STREET,CATON AVENUE,CHURCH AVENUE,CATON AVENUE,CHURCH AVENUE,ADDRESS,BROOKLYN,EAST   21 STREET,,In Progress,,,04/07/2025 02:06:24 AM,14 BROOKLYN,3050820084,BROOKLYN,995284,176683,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65162381847338,-73.96023526159061,"(40.65162381847338, -73.96023526159061)"
64573302,04/07/2025 01:06:58 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11385,72-62 61 STREET,61 STREET,60 LANE,75 AVENUE,60 LANE,75 AVENUE,ADDRESS,RIDGEWOOD,61 STREET,,In Progress,,,,05 QUEENS,4035910024,QUEENS,1013596,194393,MOBILE,Unspecified,QUEENS,,,,,,,,40.700191989504226,-73.89416472873911,"(40.700191989504226, -73.89416472873911)"
64575190,04/07/2025 01:06:53 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,2337 85 STREET,85 STREET,23 AVENUE,24 AVENUE,23 AVENUE,24 AVENUE,ADDRESS,BROOKLYN,85 STREET,,In Progress,,,,11 BROOKLYN,3068550063,BROOKLYN,987008,158109,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60064853448842,-73.99006820608484,"(40.60064853448842, -73.99006820608484)"
64572944,04/07/2025 01:06:37 AM,04/07/2025 01:42:37 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11368,127-11 WILLETS POINT BOULEVARD,WILLETS POINT BOULEVARD,127 STREET,34 AVENUE,127 STREET,34 AVENUE,ADDRESS,CORONA,WILLETS POINT BOULEVARD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:42:43 AM,07 QUEENS,4018320001,QUEENS,1028093,215713,ONLINE,Unspecified,QUEENS,,,,,,,,40.758650131211176,-73.84174301320034,"(40.758650131211176, -73.84174301320034)"
64571982,04/07/2025 01:06:27 AM,04/07/2025 01:43:49 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10473,2280 RANDALL AVENUE,RANDALL AVENUE,CASTLE HILL AVENUE,HAVEMEYER AVENUE,CASTLE HILL AVENUE,HAVEMEYER AVENUE,ADDRESS,BRONX,RANDALL AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:43:58 AM,09 BRONX,2035370001,BRONX,1026993,237822,ONLINE,Unspecified,BRONX,,,,,,,,40.819338693269565,-73.84557290696154,"(40.819338693269565, -73.84557290696154)"
64571084,04/07/2025 01:06:10 AM,04/07/2025 01:11:04 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1416 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST  171 STREET,BOSCOBEL PLACE,WEST  171 STREET,BOSCOBEL PLACE,ADDRESS,BRONX,UNDERCLIFF AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:11:08 AM,04 BRONX,,BRONX,1004868,246731,MOBILE,Unspecified,BRONX,,,,,,,,40.843870679050376,-73.92548134860958,"(40.843870679050376, -73.92548134860958)"
64573880,04/07/2025 01:05:58 AM,04/07/2025 01:11:04 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1416 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST  171 STREET,BOSCOBEL PLACE,WEST  171 STREET,BOSCOBEL PLACE,ADDRESS,BRONX,UNDERCLIFF AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:11:08 AM,04 BRONX,,BRONX,1004868,246731,MOBILE,Unspecified,BRONX,,,,,,,,40.843870679050376,-73.92548134860958,"(40.843870679050376, -73.92548134860958)"
64572384,04/07/2025 01:05:55 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10037,45 WEST  139 STREET,WEST  139 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,WEST  139 STREET,,In Progress,,,,10 MANHATTAN,1017370015,MANHATTAN,1001521,236610,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81609862157977,-73.9376043020565,"(40.81609862157977, -73.9376043020565)"
64571878,04/07/2025 01:05:41 AM,04/07/2025 01:34:36 AM,NYPD,New York City Police Department,Noise - House of Worship,Banging/Pounding,House of Worship,11224,69 SURF AVENUE,SURF AVENUE,OCEAN PARKWAY,WEST    5 STREET,OCEAN PARKWAY,WEST    5 STREET,ADDRESS,BROOKLYN,SURF AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 01:34:43 AM,13 BROOKLYN,,BROOKLYN,992833,148801,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.57509620543522,-73.96910370637715,"(40.57509620543522, -73.96910370637715)"
64571472,04/07/2025 01:04:46 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11209,438 73 STREET,73 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,73 STREET,,In Progress,,,,10 BROOKLYN,3059190022,BROOKLYN,977734,169409,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.631662726754875,-74.02347557821234,"(40.631662726754875, -74.02347557821234)"
64576572,04/07/2025 01:04:24 AM,04/07/2025 01:06:17 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11205,81 NORTH PORTLAND AVENUE,NORTH PORTLAND AVENUE,PARK AVENUE,AUBURN PLACE,PARK AVENUE,AUBURN PLACE,ADDRESS,BROOKLYN,NORTH PORTLAND AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:06:20 AM,02 BROOKLYN,3020410001,BROOKLYN,990841,192624,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69538270128887,-73.97623152066696,"(40.69538270128887, -73.97623152066696)"
64570464,04/07/2025 01:04:24 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11207,526 WILLIAMS AVENUE,WILLIAMS AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,ADDRESS,BROOKLYN,WILLIAMS AVENUE,,In Progress,,,,05 BROOKLYN,3038180049,BROOKLYN,1012694,180859,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66304720771052,-73.89747488337834,"(40.66304720771052, -73.89747488337834)"
64570653,04/07/2025 01:04:11 AM,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11106,32-61 32 STREET,32 STREET,BROADWAY,34 AVENUE,BROADWAY,34 AVENUE,ADDRESS,ASTORIA,32 STREET,,In Progress,,,,01 QUEENS,4006120113,QUEENS,1005046,216597,ONLINE,Unspecified,QUEENS,,,,,,,,40.76116073052958,-73.9249313467883,"(40.76116073052958, -73.9249313467883)"
64575946,04/07/2025 01:04:02 AM,04/07/2025 01:12:32 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1435 DR MARTIN LUTHER KING JR BLVD,DR MARTIN LUTHER KING JR BLVD,MERRIAM AVENUE,BOSCOBEL PLACE,MERRIAM AVENUE,BOSCOBEL PLACE,ADDRESS,BRONX,UNIVERSITY AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:12:36 AM,04 BRONX,2025370038,BRONX,1005174,246677,MOBILE,Unspecified,BRONX,,,,,,,,40.843721745138744,-73.92437555648263,"(40.843721745138744, -73.92437555648263)"
64570468,04/07/2025 01:03:56 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10473,2356 RANDALL AVENUE,RANDALL AVENUE,HAVEMEYER AVENUE,ZEREGA AVENUE,HAVEMEYER AVENUE,ZEREGA AVENUE,ADDRESS,BRONX,RANDALL AVENUE,,In Progress,,,04/07/2025 02:25:50 AM,09 BRONX,,BRONX,1027454,237904,MOBILE,Unspecified,BRONX,,,,,,,,40.81956151713415,-73.84390682585497,"(40.81956151713415, -73.84390682585497)"
64573854,04/07/2025 01:03:35 AM,04/07/2025 01:41:17 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10460,1705 BRYANT AVENUE,BRYANT AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,ADDRESS,BRONX,BRYANT AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:41:24 AM,03 BRONX,2029970030,BRONX,1015899,243742,ONLINE,Unspecified,BRONX,,,,,,,,40.8356341044286,-73.88562667543762,"(40.8356341044286, -73.88562667543762)"
64574873,04/07/2025 01:03:24 AM,04/07/2025 01:10:59 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10457,2082 VALENTINE AVENUE,VALENTINE AVENUE,EAST  180 STREET,EAST  181 STREET,EAST  180 STREET,EAST  181 STREET,ADDRESS,BRONX,VALENTINE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 01:11:03 AM,05 BRONX,2031440002,BRONX,1011947,249985,PHONE,Unspecified,BRONX,,,,,,,,40.852782576688604,-73.89988263515792,"(40.852782576688604, -73.89988263515792)"
64572482,04/07/2025 01:02:56 AM,,DSNY,Department of Sanitation,Residential Disposal Complaint,Bin Not Used,Sidewalk,11234,1275 EAST   70 STREET,EAST   70 STREET,AVENUE L,AVENUE M,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,EAST   70 STREET,,In Progress,,,,18 BROOKLYN,,BROOKLYN,1008185,166940,PHONE,Unspecified,BROOKLYN,,,,,,,,40.624855905121926,-73.91377674272223,"(40.624855905121926, -73.91377674272223)"
64571984,04/07/2025 01:02:55 AM,04/07/2025 01:10:59 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1416 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST  171 STREET,BOSCOBEL PLACE,WEST  171 STREET,BOSCOBEL PLACE,ADDRESS,BRONX,UNDERCLIFF AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:11:03 AM,04 BRONX,,BRONX,1004868,246731,MOBILE,Unspecified,BRONX,,,,,,,,40.843870679050376,-73.92548134860958,"(40.843870679050376, -73.92548134860958)"
64575884,04/07/2025 01:01:53 AM,04/07/2025 01:23:56 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10002,645 WATER STREET,WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,ADDRESS,NEW YORK,WATER STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,04/07/2025 01:23:58 AM,03 MANHATTAN,1002430056,MANHATTAN,989060,198453,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.711383084087565,-73.98265000330903,"(40.711383084087565, -73.98265000330903)"
64574244,04/07/2025 01:01:46 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11367,138-25 68 DRIVE,68 DRIVE,138 STREET,140 STREET,138 STREET,140 STREET,ADDRESS,FLUSHING,68 DRIVE,,In Progress,,,,08 QUEENS,4064840002,QUEENS,1031850,205620,PHONE,Unspecified,QUEENS,,,,,,,,40.73092799744872,-73.82825309854958,"(40.73092799744872, -73.82825309854958)"
64575476,04/07/2025 01:01:35 AM,,DOHMH,Department of Health and Mental Hygiene,Smoking or Vaping,Allowed in Smoke Free Area,School - K-12 Public,11361,32-24 CORPORAL KENNEDY STREET,CORPORAL KENNEDY STREET,32 AVENUE,33 AVENUE,32 AVENUE,33 AVENUE,ADDRESS,BAYSIDE,CORPORAL KENNEDY STREET,,In Progress,,,,11 QUEENS,4060440001,QUEENS,1045104,220524,ONLINE,Unspecified,QUEENS,,,,,,,,40.771754323443496,-73.78029627139281,"(40.771754323443496, -73.78029627139281)"
64577795,04/07/2025 01:01:34 AM,04/07/2025 01:02:26 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1416 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST  171 STREET,BOSCOBEL PLACE,WEST  171 STREET,BOSCOBEL PLACE,ADDRESS,BRONX,UNDERCLIFF AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:02:29 AM,04 BRONX,,BRONX,1004868,246731,MOBILE,Unspecified,BRONX,,,,,,,,40.843870679050376,-73.92548134860958,"(40.843870679050376, -73.92548134860958)"
64577770,04/07/2025 01:01:01 AM,04/07/2025 01:51:12 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10457,2275 RYER AVENUE,RYER AVENUE,EAST  182 STREET,EAST  183 STREET,EAST  182 STREET,EAST  183 STREET,ADDRESS,BRONX,RYER AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:51:15 AM,05 BRONX,2031580028,BRONX,1012102,251356,PHONE,Unspecified,BRONX,,,,,,,,40.85654507289868,-73.89931665530052,"(40.85654507289868, -73.89931665530052)"
64571512,04/07/2025 01:00:51 AM,,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,10038,200 WATER STREET,WATER STREET,JOHN STREET,FULTON STREET,JOHN STREET,FULTON STREET,ADDRESS,NEW YORK,WATER STREET,,In Progress,,,04/07/2025 02:23:20 AM,01 MANHATTAN,1000750001,MANHATTAN,983066,196971,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.707316573568,-74.00427050785834,"(40.707316573568, -74.00427050785834)"
64571389,04/07/2025 01:00:50 AM,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10473,RANDALL AVENUE,RANDALL AVENUE,RANDALL AVENUE,ZEREGA AVENUE,RANDALL AVENUE,ZEREGA AVENUE,INTERSECTION,,,,In Progress,,,04/07/2025 02:25:25 AM,09 BRONX,,BRONX,1028001,238004,PHONE,Unspecified,BRONX,Other,,,,,,,40.81983329623539,-73.84192990359763,"(40.81983329623539, -73.84192990359763)"
64571303,04/07/2025 01:00:12 AM,04/07/2025 01:16:13 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11205,AUBURN PLACE,AUBURN PLACE,AUBURN PLACE,NORTH PORTLAND AVENUE,AUBURN PLACE,NORTH PORTLAND AVENUE,INTERSECTION,,,,Closed,,The Police Department issued a summons in response to the complaint.,04/07/2025 01:16:18 AM,02 BROOKLYN,,BROOKLYN,990891,192270,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69441101603334,-73.97605155957298,"(40.69441101603334, -73.97605155957298)"
64575793,04/07/2025 01:00:00 AM,,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,STILLWELL AVE,PELHAM PKWY N,INTERSECTION,,,N/A,Open,,,,Unspecified BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,,,,,,
64573877,04/07/2025 12:59:47 AM,04/07/2025 01:11:36 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,1474 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST  174 STREET,WEST  175 STREET,WEST  174 STREET,WEST  175 STREET,ADDRESS,BRONX,UNDERCLIFF AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 01:11:41 AM,05 BRONX,,BRONX,1005540,248145,MOBILE,Unspecified,BRONX,,,,,,,,40.84775009737186,-73.92304808288819,"(40.84775009737186, -73.92304808288819)"
64576962,04/07/2025 12:59:13 AM,04/07/2025 01:11:38 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,963 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:11:43 AM,04 BRONX,2025110068,BRONX,1003966,242285,PHONE,Unspecified,BRONX,,,,,,,,40.831669762919574,-73.9287544719845,"(40.831669762919574, -73.9287544719845)"
64577134,04/07/2025 12:58:49 AM,,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11238,835 BERGEN STREET,BERGEN STREET,GRAND AVENUE,CLASSON AVENUE,GRAND AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,BERGEN STREET,,In Progress,,,04/07/2025 02:35:15 AM,08 BROOKLYN,3011410059,BROOKLYN,995292,186201,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67774860490527,-73.96019084242997,"(40.67774860490527, -73.96019084242997)"
64573872,04/07/2025 12:58:04 AM,04/07/2025 01:02:09 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1436 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST  171 STREET,BOSCOBEL PLACE,WEST  171 STREET,BOSCOBEL PLACE,ADDRESS,BRONX,UNDERCLIFF AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:02:14 AM,04 BRONX,2025370006,BRONX,1004948,246855,MOBILE,Unspecified,BRONX,,,,,,,,40.84421083543331,-73.92519182584024,"(40.84421083543331, -73.92519182584024)"
64575544,04/07/2025 12:57:48 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11225,23 MIAMI COURT,MIAMI COURT,MAPLE STREET,MIDWOOD STREET,MAPLE STREET,MIDWOOD STREET,ADDRESS,BROOKLYN,MIAMI COURT,,In Progress,,,,09 BROOKLYN,3047970029,BROOKLYN,998971,179902,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66045390538349,-73.94694089032767,"(40.66045390538349, -73.94694089032767)"
64574402,04/07/2025 12:57:18 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11211,280 MEEKER AVENUE,MEEKER AVENUE,LORIMER STREET,WITHERS STREET,LORIMER STREET,WITHERS STREET,ADDRESS,BROOKLYN,MEEKER AVENUE,,In Progress,,,04/07/2025 01:54:20 AM,01 BROOKLYN,3027420009,BROOKLYN,998247,200370,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71663502656074,-73.94950788952167,"(40.71663502656074, -73.94950788952167)"
64571300,04/07/2025 12:57:12 AM,,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11421,76-17 85 DRIVE,85 DRIVE,76 STREET,79 STREET,76 STREET,79 STREET,ADDRESS,WOODHAVEN,85 DRIVE,,In Progress,,,,09 QUEENS,4088450051,QUEENS,1021476,192093,ONLINE,Unspecified,QUEENS,,,,,,,,40.693849391544425,-73.86575854967116,"(40.693849391544425, -73.86575854967116)"
64573987,04/07/2025 12:56:29 AM,04/07/2025 01:01:33 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1416 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST  171 STREET,BOSCOBEL PLACE,WEST  171 STREET,BOSCOBEL PLACE,ADDRESS,BRONX,UNDERCLIFF AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:01:38 AM,04 BRONX,,BRONX,1004868,246731,MOBILE,Unspecified,BRONX,,,,,,,,40.843870679050376,-73.92548134860958,"(40.843870679050376, -73.92548134860958)"
64573692,04/07/2025 12:56:24 AM,04/07/2025 01:05:58 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11205,125 NORTH PORTLAND AVENUE,NORTH PORTLAND AVENUE,AUBURN PLACE,NORTH OXFORD WALK,AUBURN PLACE,NORTH OXFORD WALK,ADDRESS,BROOKLYN,NORTH PORTLAND AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:06:03 AM,02 BROOKLYN,3020410001,BROOKLYN,990897,192249,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69435337139692,-73.97602994339809,"(40.69435337139692, -73.97602994339809)"
64574249,04/07/2025 12:55:57 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10460,1718 HOE AVENUE,HOE AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,ADDRESS,BRONX,HOE AVENUE,,In Progress,,,04/07/2025 02:03:21 AM,03 BRONX,2029900022,BRONX,1015477,244055,ONLINE,Unspecified,BRONX,,,,,,,,40.836494700399484,-73.88715024238398,"(40.836494700399484, -73.88715024238398)"
64572340,04/07/2025 12:55:47 AM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Unsecured Facility,Park,11213,195 BROOKLYN AVENUE,BROOKLYN AVENUE,PROSPECT PLACE,PARK PLACE,PROSPECT PLACE,PARK PLACE,ADDRESS,BROOKLYN,BROOKLYN AVENUE,,In Progress,,,,08 BROOKLYN,3012360001,BROOKLYN,999616,184566,MOBILE,Brower Park,BROOKLYN,,,,,,,,40.673254449413164,-73.94460547766559,"(40.673254449413164, -73.94460547766559)"
64577333,04/07/2025 12:55:42 AM,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11433,111 AVENUE,111 AVENUE,111 AVENUE,MERRICK BOULEVARD,111 AVENUE,MERRICK BOULEVARD,INTERSECTION,,,,In Progress,,,04/07/2025 01:52:33 AM,12 QUEENS,,QUEENS,1044851,192366,PHONE,Unspecified,QUEENS,,,,,,,,40.69446951905633,-73.78146330384405,"(40.69446951905633, -73.78146330384405)"
64575963,04/07/2025 12:55:24 AM,04/07/2025 01:47:45 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11369,24-19 98 STREET,98 STREET,24 AVENUE,25 AVENUE,24 AVENUE,25 AVENUE,ADDRESS,EAST ELMHURST,98 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 01:47:53 AM,03 QUEENS,4011090048,QUEENS,1019716,218287,ONLINE,Unspecified,QUEENS,,,,,,,,40.76575266283668,-73.8719672514411,"(40.76575266283668, -73.8719672514411)"
64570491,04/07/2025 12:55:18 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,530 PARKSIDE AVENUE,PARKSIDE AVENUE,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,PARKSIDE AVENUE,,In Progress,,,,09 BROOKLYN,3050560014,BROOKLYN,996619,178251,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6559258716174,-73.9554212641334,"(40.6559258716174, -73.9554212641334)"
64571595,04/07/2025 12:55:08 AM,04/07/2025 01:31:48 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10031,3456 BROADWAY,BROADWAY,HAMILTON PLACE,BROADWAY,HAMILTON PLACE,BROADWAY,ADDRESS,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 01:31:54 AM,09 MANHATTAN,1020720064,MANHATTAN,997507,239376,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82369744644234,-73.95210038803465,"(40.82369744644234, -73.95210038803465)"
64577921,04/07/2025 12:54:49 AM,04/07/2025 01:34:12 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11212,54 BRISTOL STREET,BRISTOL STREET,EAST NEW YORK AVENUE,PITKIN AVENUE,EAST NEW YORK AVENUE,PITKIN AVENUE,ADDRESS,BROOKLYN,BRISTOL STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:34:18 AM,16 BROOKLYN,3034970051,BROOKLYN,1008442,183428,PHONE,Unspecified,BROOKLYN,Other,,,,,,,40.6701111766495,-73.91279179609562,"(40.6701111766495, -73.91279179609562)"
64572921,04/07/2025 12:54:44 AM,04/07/2025 01:01:32 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1416 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST  171 STREET,BOSCOBEL PLACE,WEST  171 STREET,BOSCOBEL PLACE,ADDRESS,BRONX,UNDERCLIFF AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:01:38 AM,04 BRONX,,BRONX,1004868,246731,MOBILE,Unspecified,BRONX,,,,,,,,40.843870679050376,-73.92548134860958,"(40.843870679050376, -73.92548134860958)"
64574372,04/07/2025 12:54:03 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10471,4410 CAYUGA AVENUE,CAYUGA AVENUE,DEAD END,WEST  246 STREET,DEAD END,WEST  246 STREET,ADDRESS,BRONX,CAYUGA AVENUE,,In Progress,,,,08 BRONX,2058030960,BRONX,1012126,264180,PHONE,Unspecified,BRONX,,,,,,,,40.89174290809657,-73.89917653924702,"(40.89174290809657, -73.89917653924702)"
64576994,04/07/2025 12:53:41 AM,04/07/2025 01:01:52 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1434 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST  171 STREET,BOSCOBEL PLACE,WEST  171 STREET,BOSCOBEL PLACE,ADDRESS,BRONX,UNDERCLIFF AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:01:58 AM,04 BRONX,2025370006,BRONX,1004934,246831,MOBILE,Unspecified,BRONX,,,,,,,,40.84414499529663,-73.92524249963296,"(40.84414499529663, -73.92524249963296)"
64572476,04/07/2025 12:52:56 AM,,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Street,10314,QUEEN STREET,QUEEN STREET,QUEEN STREET,WELLBROOK AVENUE,QUEEN STREET,WELLBROOK AVENUE,INTERSECTION,,,,In Progress,,,,02 STATEN ISLAND,,STATEN ISLAND,948026,158868,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.6026582308188,-74.13044969698878,"(40.6026582308188, -74.13044969698878)"
